date,theftType
4/27/2019,ROBBERY
4/27/2019,ROBBERY
4/27/2019,ROBBERY
4/27/2019,ROBBERY
4/27/2019,ROBBERY
4/27/2019,ROBBERY
4/27/2019,ROBBERY
4/27/2019,ROBBERY
4/27/2019,ROBBERY
4/27/2019,ROBBERY
4/27/2019,ROBBERY
4/27/2019,ROBBERY
4/27/2019,ROBBERY
4/28/2019,ROBBERY
4/28/2019,ROBBERY
4/28/2019,ROBBERY
4/28/2019,ROBBERY
4/28/2019,ROBBERY
4/28/2019,ROBBERY
4/28/2019,ROBBERY
4/28/2019,ROBBERY
4/28/2019,ROBBERY
4/28/2019,ROBBERY
4/28/2019,ROBBERY
4/28/2019,ROBBERY
4/28/2019,ROBBERY
4/28/2019,ROBBERY
4/28/2019,ROBBERY
4/28/2019,ROBBERY
4/28/2019,ROBBERY
4/28/2019,ROBBERY
4/28/2019,ROBBERY
4/28/2019,ROBBERY
4/28/2019,ROBBERY
4/29/2019,ROBBERY
4/29/2019,ROBBERY
4/29/2019,ROBBERY
4/29/2019,ROBBERY
4/29/2019,ROBBERY
4/29/2019,ROBBERY
4/29/2019,ROBBERY
4/29/2019,ROBBERY
4/29/2019,ROBBERY
4/29/2019,ROBBERY
4/29/2019,ROBBERY
4/29/2019,ROBBERY
4/29/2019,ROBBERY
4/29/2019,ROBBERY
4/29/2019,ROBBERY
4/29/2019,ROBBERY
4/29/2019,ROBBERY
4/29/2019,ROBBERY
4/29/2019,ROBBERY
4/29/2019,ROBBERY
4/29/2019,ROBBERY
4/29/2019,ROBBERY
4/30/2019,ROBBERY
4/30/2019,ROBBERY
4/30/2019,ROBBERY
4/30/2019,ROBBERY
4/30/2019,ROBBERY
4/30/2019,ROBBERY
4/30/2019,ROBBERY
4/30/2019,ROBBERY
4/30/2019,ROBBERY
4/30/2019,ROBBERY
4/30/2019,ROBBERY
4/30/2019,ROBBERY
4/30/2019,ROBBERY
4/30/2019,ROBBERY
4/30/2019,ROBBERY
4/30/2019,ROBBERY
4/30/2019,ROBBERY
5/1/2019,ROBBERY
5/1/2019,ROBBERY
5/1/2019,ROBBERY
5/1/2019,ROBBERY
5/1/2019,ROBBERY
5/1/2019,ROBBERY
5/1/2019,ROBBERY
5/1/2019,ROBBERY
5/1/2019,ROBBERY
5/1/2019,ROBBERY
5/1/2019,ROBBERY
5/1/2019,ROBBERY
5/1/2019,ROBBERY
5/1/2019,ROBBERY
5/1/2019,ROBBERY
5/1/2019,ROBBERY
5/1/2019,ROBBERY
5/1/2019,ROBBERY
5/1/2019,ROBBERY
5/1/2019,ROBBERY
5/1/2019,ROBBERY
5/1/2019,ROBBERY
5/1/2019,ROBBERY
5/1/2019,ROBBERY
5/1/2019,ROBBERY
5/2/2019,ROBBERY
5/2/2019,ROBBERY
5/2/2019,ROBBERY
5/2/2019,ROBBERY
5/2/2019,ROBBERY
5/2/2019,ROBBERY
5/2/2019,ROBBERY
5/2/2019,ROBBERY
5/2/2019,ROBBERY
5/2/2019,ROBBERY
5/2/2019,ROBBERY
5/2/2019,ROBBERY
5/2/2019,ROBBERY
5/2/2019,ROBBERY
5/2/2019,ROBBERY
5/2/2019,ROBBERY
5/2/2019,ROBBERY
5/2/2019,ROBBERY
5/2/2019,ROBBERY
5/2/2019,ROBBERY
5/3/2019,ROBBERY
5/3/2019,ROBBERY
5/3/2019,ROBBERY
5/3/2019,ROBBERY
5/3/2019,ROBBERY
5/3/2019,ROBBERY
5/3/2019,ROBBERY
5/3/2019,ROBBERY
5/3/2019,ROBBERY
5/3/2019,ROBBERY
5/3/2019,ROBBERY
5/4/2019,ROBBERY
5/4/2019,ROBBERY
5/4/2019,ROBBERY
5/4/2019,ROBBERY
5/4/2019,ROBBERY
5/4/2019,ROBBERY
5/4/2019,ROBBERY
5/4/2019,ROBBERY
5/4/2019,ROBBERY
5/4/2019,ROBBERY
5/4/2019,ROBBERY
5/4/2019,ROBBERY
5/4/2019,ROBBERY
5/4/2019,ROBBERY
5/4/2019,ROBBERY
5/4/2019,ROBBERY
5/4/2019,ROBBERY
5/4/2019,ROBBERY
5/5/2019,ROBBERY
5/5/2019,ROBBERY
5/5/2019,ROBBERY
5/5/2019,ROBBERY
5/5/2019,ROBBERY
5/5/2019,ROBBERY
5/5/2019,ROBBERY
5/5/2019,ROBBERY
5/5/2019,ROBBERY
5/5/2019,ROBBERY
5/5/2019,ROBBERY
5/5/2019,ROBBERY
5/5/2019,ROBBERY
5/5/2019,ROBBERY
5/6/2019,ROBBERY
5/6/2019,ROBBERY
5/6/2019,ROBBERY
5/6/2019,ROBBERY
5/6/2019,ROBBERY
5/6/2019,ROBBERY
5/6/2019,ROBBERY
5/6/2019,ROBBERY
5/6/2019,ROBBERY
5/6/2019,ROBBERY
5/6/2019,ROBBERY
5/6/2019,ROBBERY
5/6/2019,ROBBERY
5/6/2019,ROBBERY
5/6/2019,ROBBERY
5/6/2019,ROBBERY
5/6/2019,ROBBERY
5/6/2019,ROBBERY
5/6/2019,ROBBERY
5/6/2019,ROBBERY
5/6/2019,ROBBERY
5/6/2019,ROBBERY
5/6/2019,ROBBERY
5/7/2019,ROBBERY
5/7/2019,ROBBERY
5/7/2019,ROBBERY
5/7/2019,ROBBERY
5/7/2019,ROBBERY
5/7/2019,ROBBERY
5/8/2019,ROBBERY
5/8/2019,ROBBERY
5/8/2019,ROBBERY
5/8/2019,ROBBERY
5/8/2019,ROBBERY
5/8/2019,ROBBERY
5/8/2019,ROBBERY
5/8/2019,ROBBERY
5/8/2019,ROBBERY
5/8/2019,ROBBERY
5/8/2019,ROBBERY
5/8/2019,ROBBERY
5/8/2019,ROBBERY
5/8/2019,ROBBERY
5/8/2019,ROBBERY
5/8/2019,ROBBERY
5/8/2019,ROBBERY
5/9/2019,ROBBERY
5/9/2019,ROBBERY
5/9/2019,ROBBERY
5/9/2019,ROBBERY
5/9/2019,ROBBERY
5/9/2019,ROBBERY
5/9/2019,ROBBERY
5/9/2019,ROBBERY
5/9/2019,ROBBERY
5/9/2019,ROBBERY
5/9/2019,ROBBERY
5/9/2019,ROBBERY
5/9/2019,ROBBERY
5/9/2019,ROBBERY
5/9/2019,ROBBERY
5/9/2019,ROBBERY
5/9/2019,ROBBERY
5/10/2019,ROBBERY
5/10/2019,ROBBERY
5/10/2019,ROBBERY
5/10/2019,ROBBERY
5/10/2019,ROBBERY
5/10/2019,ROBBERY
5/10/2019,ROBBERY
5/10/2019,ROBBERY
5/10/2019,ROBBERY
5/10/2019,ROBBERY
5/10/2019,ROBBERY
5/10/2019,ROBBERY
5/10/2019,ROBBERY
5/11/2019,ROBBERY
5/11/2019,ROBBERY
5/11/2019,ROBBERY
5/11/2019,ROBBERY
5/11/2019,ROBBERY
5/11/2019,ROBBERY
5/11/2019,ROBBERY
5/11/2019,ROBBERY
5/11/2019,ROBBERY
5/11/2019,ROBBERY
5/11/2019,ROBBERY
5/11/2019,ROBBERY
5/11/2019,ROBBERY
5/11/2019,ROBBERY
5/11/2019,ROBBERY
5/11/2019,ROBBERY
5/11/2019,ROBBERY
5/11/2019,ROBBERY
5/11/2019,ROBBERY
5/11/2019,ROBBERY
5/11/2019,ROBBERY
5/11/2019,ROBBERY
5/11/2019,ROBBERY
5/11/2019,ROBBERY
5/11/2019,ROBBERY
5/12/2019,ROBBERY
5/12/2019,ROBBERY
5/12/2019,ROBBERY
5/12/2019,ROBBERY
5/12/2019,ROBBERY
5/12/2019,ROBBERY
5/12/2019,ROBBERY
5/12/2019,ROBBERY
5/12/2019,ROBBERY
5/12/2019,ROBBERY
5/12/2019,ROBBERY
5/12/2019,ROBBERY
5/12/2019,ROBBERY
5/12/2019,ROBBERY
5/13/2019,ROBBERY
5/13/2019,ROBBERY
5/13/2019,ROBBERY
5/13/2019,ROBBERY
5/13/2019,ROBBERY
5/13/2019,ROBBERY
5/13/2019,ROBBERY
5/13/2019,ROBBERY
5/13/2019,ROBBERY
5/13/2019,ROBBERY
5/13/2019,ROBBERY
5/13/2019,ROBBERY
5/13/2019,ROBBERY
5/13/2019,ROBBERY
5/13/2019,ROBBERY
5/13/2019,ROBBERY
5/14/2019,ROBBERY
5/14/2019,ROBBERY
5/14/2019,ROBBERY
5/14/2019,ROBBERY
5/14/2019,ROBBERY
5/14/2019,ROBBERY
5/14/2019,ROBBERY
5/14/2019,ROBBERY
5/14/2019,ROBBERY
5/14/2019,ROBBERY
5/14/2019,ROBBERY
5/14/2019,ROBBERY
5/14/2019,ROBBERY
5/14/2019,ROBBERY
5/14/2019,ROBBERY
5/14/2019,ROBBERY
5/14/2019,ROBBERY
5/14/2019,ROBBERY
5/15/2019,ROBBERY
5/15/2019,ROBBERY
5/15/2019,ROBBERY
5/15/2019,ROBBERY
5/15/2019,ROBBERY
5/15/2019,ROBBERY
5/15/2019,ROBBERY
5/15/2019,ROBBERY
5/15/2019,ROBBERY
5/15/2019,ROBBERY
5/15/2019,ROBBERY
5/15/2019,ROBBERY
5/15/2019,ROBBERY
5/15/2019,ROBBERY
5/15/2019,ROBBERY
5/15/2019,ROBBERY
5/15/2019,ROBBERY
5/16/2019,ROBBERY
5/16/2019,ROBBERY
5/16/2019,ROBBERY
5/16/2019,ROBBERY
5/16/2019,ROBBERY
5/16/2019,ROBBERY
5/16/2019,ROBBERY
5/16/2019,ROBBERY
5/16/2019,ROBBERY
5/16/2019,ROBBERY
5/16/2019,ROBBERY
5/16/2019,ROBBERY
5/16/2019,ROBBERY
5/16/2019,ROBBERY
5/16/2019,ROBBERY
5/16/2019,ROBBERY
5/16/2019,ROBBERY
5/16/2019,ROBBERY
5/16/2019,ROBBERY
5/16/2019,ROBBERY
5/16/2019,ROBBERY
5/17/2019,ROBBERY
5/17/2019,ROBBERY
5/17/2019,ROBBERY
5/17/2019,ROBBERY
5/17/2019,ROBBERY
5/17/2019,ROBBERY
5/17/2019,ROBBERY
5/17/2019,ROBBERY
5/17/2019,ROBBERY
5/17/2019,ROBBERY
5/17/2019,ROBBERY
5/17/2019,ROBBERY
5/17/2019,ROBBERY
5/17/2019,ROBBERY
5/17/2019,ROBBERY
5/17/2019,ROBBERY
5/17/2019,ROBBERY
5/18/2019,ROBBERY
5/18/2019,ROBBERY
5/18/2019,ROBBERY
5/18/2019,ROBBERY
5/18/2019,ROBBERY
5/18/2019,ROBBERY
5/18/2019,ROBBERY
5/18/2019,ROBBERY
5/18/2019,ROBBERY
5/18/2019,ROBBERY
5/18/2019,ROBBERY
5/18/2019,ROBBERY
5/18/2019,ROBBERY
5/18/2019,ROBBERY
5/18/2019,ROBBERY
5/18/2019,ROBBERY
5/19/2019,ROBBERY
5/19/2019,ROBBERY
5/19/2019,ROBBERY
5/19/2019,ROBBERY
5/19/2019,ROBBERY
5/19/2019,ROBBERY
5/19/2019,ROBBERY
5/19/2019,ROBBERY
5/19/2019,ROBBERY
5/19/2019,ROBBERY
5/19/2019,ROBBERY
5/19/2019,ROBBERY
5/19/2019,ROBBERY
5/19/2019,ROBBERY
5/19/2019,ROBBERY
5/19/2019,ROBBERY
5/19/2019,ROBBERY
5/19/2019,ROBBERY
5/19/2019,ROBBERY
5/19/2019,ROBBERY
5/19/2019,ROBBERY
5/20/2019,ROBBERY
5/20/2019,ROBBERY
5/20/2019,ROBBERY
5/20/2019,ROBBERY
5/20/2019,ROBBERY
5/20/2019,ROBBERY
5/20/2019,ROBBERY
5/20/2019,ROBBERY
5/20/2019,ROBBERY
5/20/2019,ROBBERY
5/20/2019,ROBBERY
5/20/2019,ROBBERY
5/20/2019,ROBBERY
5/20/2019,ROBBERY
5/20/2019,ROBBERY
5/21/2019,ROBBERY
5/21/2019,ROBBERY
5/21/2019,ROBBERY
5/21/2019,ROBBERY
5/21/2019,ROBBERY
5/21/2019,ROBBERY
5/30/2019,ROBBERY
