Date,theftType,Latitude,Longitude
3/18/2020,BURGLARY,42.01614818,-87.68047408
3/18/2020,BURGLARY,41.77187448,-87.63870584
3/18/2020,BURGLARY,41.74548938,-87.70470784
3/18/2020,BURGLARY,41.86462726,-87.6663308
3/18/2020,BURGLARY,41.69541093,-87.6844566
3/18/2020,BURGLARY,41.80326367,-87.65571145
3/18/2020,BURGLARY,41.88120577,-87.76157209
3/18/2020,BURGLARY,41.85273558,-87.70111882
3/18/2020,BURGLARY,41.88966882,-87.6295974
3/18/2020,BURGLARY,41.73469498,-87.57080622
3/18/2020,BURGLARY,41.88629997,-87.76673053
3/18/2020,BURGLARY,41.78261613,-87.70253774
3/18/2020,BURGLARY,41.76909352,-87.57393277
3/18/2020,BURGLARY,41.78996911,-87.66204128
3/18/2020,BURGLARY,41.76614175,-87.56954323
3/17/2020,BURGLARY,41.955385,-87.72161602
3/15/2020,BURGLARY,41.77828965,-87.69580852
3/14/2020,BURGLARY,41.75177175,-87.56324531
3/13/2020,BURGLARY,41.87689175,-87.74151783
3/13/2020,BURGLARY,41.96856557,-87.69443331
3/13/2020,BURGLARY,41.76246504,-87.58086883
3/12/2020,BURGLARY,41.745864,-87.55764339
3/10/2020,BURGLARY,41.9706476,-87.75865847
3/9/2020,BURGLARY,41.78238222,-87.65335746
3/9/2020,BURGLARY,41.74055805,-87.66440287
3/6/2020,BURGLARY,41.75101348,-87.73975837
3/2/2020,BURGLARY,41.69461176,-87.52702321
3/2/2020,BURGLARY,41.85111084,-87.67090513
3/1/2020,BURGLARY,41.75812725,-87.5546516
